,User-ID,ISBN,Book-Rating
225,52584,0671510436,9
226,52584,0671738623,3
227,52584,0679750789,9
228,52584,0684854376,7
229,52584,0684869039,7
230,52584,0743221818,8
231,52584,0786864087,8
232,52584,0786884371,7
233,52584,0804108730,9
234,52584,0805421300,7
235,52584,0815410255,8
236,52584,0871315742,8
237,52584,0880881305,5
238,52584,0894808850,5
239,52584,0967378508,9
240,52584,1558535527,8
241,52584,1569472025,5
242,52584,1573228192,3
243,52584,1582430772,7
244,96357,0060517794,5
245,96357,0399501487,8
246,96357,0316769487,9
247,96357,0440184622,9
248,96357,0440224624,5
249,96357,0385720106,9
250,96357,0804111359,10
251,96357,0842329129,9
252,96357,0446364193,8
253,96357,0060928336,8
254,96357,0446310492,8
255,96357,0345378482,6
256,96357,0316316962,8
257,96357,0345380371,8
258,96357,0553277472,8
259,96357,0345427637,9
260,96357,0684865726,8
261,96357,0440222656,9
262,96357,0140075623,9
263,96357,0140258795,9
264,96357,0553278215,8
265,96357,0440128595,7
266,96357,0446522740,8
267,96357,0449205878,8
268,96357,0679744398,8
269,96357,081269502X,8
270,96357,0679723005,8
271,96357,0553275976,9
272,96357,0374527229,9
273,96357,0060000961,6
274,96357,0020868901,9
275,96357,1582341028,8
276,96357,0553236245,8
277,96357,0671683063,9
278,96357,0062508113,8
279,96357,0553211765,8
280,96357,0385483376,9
281,96357,055329895X,8
282,96357,080707098X,8
283,96357,006251752X,8
284,96357,0140092587,8
285,96357,0140100180,7
286,96357,0140441476,9
287,96357,0226458083,7
288,96357,0312752695,8
289,96357,0441007406,7
290,96357,0449202860,7
291,96357,0452279976,7
292,96357,0553585843,8
293,96357,0881337501,9
294,96357,0893754129,8
295,96357,1565123778,9
296,96357,1586601989,7
297,135149,0060517794,7
298,135149,0684867621,6
299,135149,043935806X,9
300,135149,0440220602,7
301,135149,0375760911,8
302,135149,0671793489,8
303,135149,0609804138,7
304,135149,0064407667,8
305,135149,0394800028,10
306,135149,0394800184,9
307,135149,039480029X,10
308,135149,039480967X,9
309,135149,044023722X,8
310,135149,0452282152,9
311,135149,0446608955,9
312,135149,0670892963,7
313,135149,0399501487,8
314,135149,0446600415,6
315,135149,0440211727,8
316,135149,0812543262,8
317,135149,0449005615,9
318,135149,0553580191,6
319,135149,0312983301,8
320,135149,0451203771,10
321,135149,0515134384,7
322,135149,0345440064,7
323,135149,0373218192,8
324,135149,0312983298,7
325,135149,0440224624,7
326,135149,042518692X,5
327,135149,0679429220,9
328,135149,0449002632,9
329,135149,0446610178,7
330,135149,0140293248,8
331,135149,0609606727,7
332,135149,0425124819,7
333,135149,0671880187,9
334,135149,0345325818,10
335,135149,0061098795,8
336,135149,0553585118,7
337,135149,0345417623,8
338,135149,1561706213,8
339,135149,0553565915,7
340,135149,0060987529,7
341,135149,0451208293,7
342,135149,0440236673,8
343,135149,0446609323,5
344,135149,0446610100,7
345,135149,0517580497,7
346,135149,0446605786,7
347,135149,0385265700,9
348,135149,0394800133,10
349,135149,0553563343,7
350,135149,0064408639,6
351,135149,0375705856,6
352,135149,0373250193,6
353,135149,0786889098,5
354,135149,0425144569,10
355,135149,0440213525,8
356,135149,0671867113,7
357,135149,0786808012,7
358,135149,0553583395,7
359,135149,0394800206,9
360,135149,0743467523,6
361,135149,0679751521,9
362,135149,0440222656,7
363,135149,0380710218,8
364,135149,0316781142,7
365,135149,0446605581,6
366,135149,0345436911,8
367,135149,0684826127,6
368,135149,042513699X,8
369,135149,0451201515,8
370,135149,0743483014,8
371,135149,0970998716,7
372,135149,0375826688,8
373,135149,0345318862,7
374,135149,0451403703,7
375,135149,015100692X,5
376,135149,1573229377,7
377,135149,0451188543,8
378,135149,0821773402,8
379,135149,0743427084,10
380,135149,0316781010,7
381,135149,0812542835,8
382,135149,0061013412,7
383,135149,0061097861,9
384,135149,0345333578,6
385,135149,0345374568,7
386,135149,0345389417,7
387,135149,037321801X,7
388,135149,0394551907,8
389,135149,0425177750,7
390,135149,0425180050,8
391,135149,0425190641,8
392,135149,044021873X,7
393,135149,0440235596,10
394,135149,0440995779,9
395,135149,0446608602,7
396,135149,0449213358,9
397,135149,0451196864,10
398,135149,0451204956,7
399,135149,0515115029,8
400,135149,0553581503,7
401,135149,0553582135,7
402,135149,0743229177,6
403,135149,0743418220,8
404,135149,074345393X,8
405,135149,0743477316,7
406,135149,0758203063,7
407,135149,0811818276,8
408,135149,0821773682,8
409,135149,0843947020,9
410,135149,1551668114,8
411,135149,156414450X,8
412,135149,0843949848,8
413,135149,0380400480,7
414,135149,0380752999,4
415,135149,0064407691,7
416,135149,042514755X,7
417,135149,0425181200,7
418,135149,0812564375,5
419,135149,0440217032,8
420,135149,0140195831,7
421,135149,0061057363,9
422,135149,0451401387,8
423,135149,0883657376,7
424,135149,042510107X,8
425,135149,0440236444,7
426,135149,0804117942,10
427,135149,0812577701,7
428,135149,0380718367,9
429,135149,0140440151,9
430,135149,0394800796,10
431,135149,0064407683,8
432,135149,0064408647,7
433,135149,0446519537,5
434,135149,0553573705,7
435,135149,0449002411,5
436,135149,0060562250,8
437,135149,0449005925,10
438,135149,0385299095,10
439,135149,0843948655,9
440,135149,0821764748,8
441,135149,0671741209,8
442,135149,0553261908,6
443,135149,0553245503,7
444,135149,0425135721,7
445,135149,0425195457,8
446,135149,0812590988,9
447,135149,0060185082,7
448,135149,0028641701,9
449,135149,0061003662,7
450,135149,1551668300,5
451,135149,0553270222,9
452,135149,0312970072,6
453,135149,0451523210,8
454,135149,0553109200,9
455,135149,0812524713,8
456,135149,0515127132,9
457,135149,0345394267,7
458,135149,0060514698,8
459,135149,0312982895,5
460,135149,0394842553,10
461,135149,0679967389,9
462,135149,0804118558,9
463,135149,0440220734,8
464,135149,0812550285,8
465,135149,0843944374,7
466,135149,0807550345,10
467,135149,0373291833,7
468,135149,0345422473,8
469,135149,0812590201,8
470,135149,0767904141,8
471,135149,0767901576,8
472,135149,038079960X,9
473,135149,0441003273,6
474,135149,0380807351,6
475,135149,0373290357,6
476,135149,0446364703,7
477,135149,0679416463,9
478,135149,0373835817,7
479,135149,0345428196,7
480,135149,0140430105,9
481,135149,0743205049,6
482,135149,0060956658,6
483,135149,0380709244,8
484,135149,0821752669,6
485,135149,0451407636,8
486,135149,0425116417,7
487,135149,0425180433,8
488,135149,0373250231,8
489,135149,0440206243,8
490,135149,0553573977,4
491,135149,068482440X,8
492,135149,0943358272,6
493,135149,0671521500,7
494,135149,0553581023,8
495,135149,0440217970,6
496,135149,0963962000,9
497,135149,082177140X,6
498,135149,0449223507,9
499,135149,0380798913,8
500,135149,0671020978,9
501,135149,0440225744,7
502,135149,0061003697,8
503,135149,0440237246,6
504,135149,0843952202,8
505,135149,0451201922,7
506,135149,0671041452,7
507,135149,0821763598,7
508,135149,0373290764,6
509,135149,0312964064,8
510,135149,0821748637,5
511,135149,080701222X,7
512,135149,0142003514,4
513,135149,0671034561,7
514,135149,074343143X,8
515,135149,0843951346,9
516,135149,0028641736,9
517,135149,0060913533,6
518,135149,0061003824,8
519,135149,0061087114,8
520,135149,0061093777,7
521,135149,0140234942,10
522,135149,0307162303,10
523,135149,0312855974,9
524,135149,0312929994,7
525,135149,0312973950,7
526,135149,0345433289,9
527,135149,0373032404,6
528,135149,0373244169,4
529,135149,0373263732,7
530,135149,0373291256,7
531,135149,0373292538,6
532,135149,038072605X,8
533,135149,0380765853,6
534,135149,0380804190,8
535,135149,0380808013,8
536,135149,0380819333,3
537,135149,0385294638,7
538,135149,0394816269,10
539,135149,0394835638,10
540,135149,0394848373,8
541,135149,0394891317,8
542,135149,0440167809,8
543,135149,044021565X,6
544,135149,0449220710,7
545,135149,0451190262,2
546,135149,0451190815,9
547,135149,0451202147,9
548,135149,0451407873,6
549,135149,0451410297,8
550,135149,0451411056,2
551,135149,0451456645,8
552,135149,0451457579,5
553,135149,0451628144,8
554,135149,0486270408,10
555,135149,050552306X,9
556,135149,0590480480,9
557,135149,0590944738,8
558,135149,0609810634,9
559,135149,067169409X,8
560,135149,0679737367,8
561,135149,0679887431,8
562,135149,0681407018,8
563,135149,0739419463,7
564,135149,0743227166,8
565,135149,0743489063,8
566,135149,0758201516,8
567,135149,0767902750,8
568,135149,0785808728,7
569,135149,0785814256,10
570,135149,0786012099,6
571,135149,0786012986,7
572,135149,0786012994,7
573,135149,0812055284,5
574,135149,0812540190,7
575,135149,0812548108,7
576,135149,0812589157,9
577,135149,0821741438,5
578,135149,0821758039,8
579,135149,0821760378,7
580,135149,0821763415,7
581,135149,0821768468,6
582,135149,0821769987,7
583,135149,0821772260,7
584,135149,0824930304,8
585,135149,0843944242,6
586,135149,0843946377,6
587,135149,0843947330,8
588,135149,084395261X,10
589,135149,0848714032,7
590,135149,0870241494,10
591,135149,0876053983,8
592,135149,0941532283,7
593,135149,1570624933,10
594,135149,1575667568,7
595,135149,158062488X,6
596,135149,1582970912,8
597,135149,1586601245,5
598,135149,1592530656,6
599,135149,2831563798,10
600,164323,0060517794,6
601,164323,0440241537,6
602,164323,044023722X,8
603,164323,0553280368,8
604,164323,014038572X,8
605,164323,0440211727,9
606,164323,0451203771,7
607,164323,0449221512,8
608,164323,0451209907,8
609,164323,0449219461,8
610,164323,1400034779,8
611,164323,0440223202,8
612,164323,0345402871,8
613,164323,0451526341,5
614,164323,0553296981,9
615,164323,0394758285,9
616,164323,0553280341,8
617,164323,0449221482,8
618,164323,0553279912,8
619,164323,1573229326,7
620,164323,0060392452,8
621,164323,0312291639,5
622,164323,0553212141,5
623,164323,0385336179,6
624,164323,0440131480,8
625,164323,0449003795,8
626,164323,0679751521,8
627,164323,0140277439,9
628,164323,0553284789,8
629,164323,0553279556,8
630,164323,0425192725,8
631,164323,0440224594,7
632,164323,0767900383,8
633,164323,0140067779,7
634,164323,0385335881,7
635,164323,0345342569,9
636,164323,0440235596,7
637,164323,0449221490,8
638,164323,0451171128,8
639,164323,0449221504,8
640,164323,080411868X,7
641,164323,0553271636,8
642,164323,0380710757,8
643,164323,0380016362,8
644,164323,074340615X,8
645,164323,1841952753,8
646,164323,044012929X,8
647,164323,0306812274,6
648,164323,140130057X,8
649,164323,0805066691,8
650,164323,092007944X,5
651,164323,0440180090,8
652,164323,0771099975,8
653,164323,0020413904,7
654,164323,0070120641,8
655,164323,0140073868,8
656,164323,0394757645,8
657,164323,042512343X,8
658,164323,0440170370,8
659,164323,0451521498,8
660,164323,0452011701,8
661,164323,0553211102,8
662,164323,0553278193,8
663,164323,0618340807,9
664,164323,0679722580,8
665,164323,0896585751,5
666,202277,0060517794,8
667,202277,0553280368,7
668,202277,0679731148,8
669,202277,0515134384,6
670,202277,1400034779,6
671,202277,0060928336,6
672,202277,0553280341,7
673,202277,0553279912,8
674,202277,0312976275,8
675,202277,0452283086,8
676,202277,0061097101,8
677,202277,0316150460,8
678,202277,0345362721,6
679,202277,0452261457,8
680,202277,0385491107,5
681,202277,0312147015,8
682,202277,0451209710,7
683,202277,0452281725,8
684,202277,0553561367,6
685,202277,0452282276,8
686,202277,0312422156,9
687,202277,0452281679,7
688,202277,0142003727,7
689,202277,0452284775,7
690,202277,0345340418,8
691,202277,0425151379,8
692,202277,0425178188,5
693,202277,1558532331,8
694,202277,0380800608,8
695,202277,0312962339,7
696,202277,0380800616,6
697,202277,0393305007,10
698,202277,0425149803,6
699,202277,068482275X,5
700,11676,0684867621,3
701,11676,8437606322,8
702,11676,0006379702,5
703,11676,0440498058,8
704,11676,0440225825,9
705,11676,0380005239,10
706,11676,0836220889,9
707,11676,8420636282,9
708,11676,002542730X,6
709,11676,0385504209,9
710,11676,0312966970,7
711,11676,0345354621,6
712,11676,0590442996,9
713,11676,0375760911,6
714,11676,0061087017,7
715,11676,0671793489,8
716,11676,0805047379,7
717,11676,0609804138,10
718,11676,0971880107,6
719,11676,0330262130,7
720,11676,0064407667,3
721,11676,0425189864,8
722,11676,0440236053,9
723,11676,0440241073,8
724,11676,0316154059,8
725,11676,0399146687,3
726,11676,0679450408,9
727,11676,0684846608,6
728,11676,074320607X,9
729,11676,0812568710,6
730,11676,0449213730,10
731,11676,0006543545,7
732,11676,0679745203,10
733,11676,0525945636,7
734,11676,074341232X,7
735,11676,0060391626,10
736,11676,030700645X,10
737,11676,039480001X,10
738,11676,0394800184,10
739,11676,0717283208,7
740,11676,0717284972,10
741,11676,044023722X,8
742,11676,0671015648,5
743,11676,037541309X,8
744,11676,0826308791,9
745,11676,038550926X,5
746,11676,0449005909,9
747,11676,0380807343,8
748,11676,1551668726,8
749,11676,0446360716,4
750,11676,0446363073,7
751,11676,0553576801,3
752,11676,0312195516,10
753,11676,0446608955,7
754,11676,0670892963,7
755,11676,0671646575,8
756,11676,0812515560,5
757,11676,0399140751,8
758,11676,051511605X,5
759,11676,0375751513,9
760,11676,0380702843,10
761,11676,0440185327,8
762,11676,0446608890,9
763,11676,0553280368,10
764,11676,0553571656,9
765,11676,0553573926,8
766,11676,0679731148,5
767,11676,0743412028,7
768,11676,0743444477,10
769,11676,0743457943,10
770,11676,0811811409,10
771,11676,0812504798,8
772,11676,0836210263,6
773,11676,0836218817,7
774,11676,0890876517,8
775,11676,0373765541,8
776,11676,0864425767,6
777,11676,031215125X,7
778,11676,0590629794,7
779,11676,0380718340,10
780,11676,014038572X,8
781,11676,0312113420,7
782,11676,0312979533,5
783,11676,1558745718,8
784,11676,0385482388,9
785,11676,0192823523,6
786,11676,0345452577,7
787,11676,0385336322,8
788,11676,0385508042,9
789,11676,0446613843,7
790,11676,0515133302,10
791,11676,0684835983,10
792,11676,0743206045,8
793,11676,0064400557,9
794,11676,1550544683,7
795,11676,034543739X,10
796,11676,0345435168,3
797,11676,0312986769,8
798,11676,0553583956,7
799,11676,0142004235,10
800,11676,0618002219,10
801,11676,0312167792,8
802,11676,0312290659,7
803,11676,0786890436,7
804,11676,1400031354,8
805,11676,1588720756,8
806,11676,0380018179,6
807,11676,0399132414,8
808,11676,0380731851,6
809,11676,0425147363,9
810,11676,042516098X,5
811,11676,0553297260,10
812,11676,0452277337,8
813,11676,0451210980,9
814,11676,052594544X,7
815,11676,0743206061,10
816,11676,0449208281,10
817,11676,0061015725,6
818,11676,0312983395,6
819,11676,0553282980,10
820,11676,0449005615,10
821,11676,0440217520,3
822,11676,1551660717,8
823,11676,0385484518,9
824,11676,0440967694,10
825,11676,0553210793,7
826,11676,0767903579,9
827,11676,0380789019,7
828,11676,0446675059,8
829,11676,0399138250,8
830,11676,0671510053,9
831,11676,0345384377,6
832,11676,0440225701,8
833,11676,0446609943,8
834,11676,0449908186,7
835,11676,0679751602,6
836,11676,0767915062,8
837,11676,0804105820,8
838,11676,0451198948,7
839,11676,0515129968,7
840,11676,0316168815,1
841,11676,0743237188,6
842,11676,0451184734,8
843,11676,0743437802,8
844,11676,0312974256,8
845,11676,0515121843,9
846,11676,0515134384,8
847,11676,0515136530,10
848,11676,0767905385,10
849,11676,0399145087,6
850,11676,0679457526,7
851,11676,0684874350,7
852,11676,0786881852,6
853,11676,0440216818,8
854,11676,0515101486,10
855,11676,1558745157,10
856,11676,067976402X,10
857,11676,0061031410,10
858,11676,0061094129,7
859,11676,0446612510,8
860,11676,0449006522,8
861,11676,0451202473,9
862,11676,0451204301,8
863,11676,0671001795,10
864,11676,068815333X,8
865,11676,0374270325,7
866,11676,0345337662,6
867,11676,0440940001,8
868,11676,0670894508,6
869,11676,0671010123,8
870,11676,059035342X,10
871,11676,0142000205,8
872,11676,0373218192,8
873,11676,0373244487,8
874,11676,044022103X,8
875,11676,0446603589,7
876,11676,0671644475,9
877,11676,0778320065,9
878,11676,1551664992,10
879,11676,0140280553,7
880,11676,0451209907,9
881,11676,051512219X,9
882,11676,0671683993,9
883,11676,0688177859,10
884,11676,0385319568,9
885,11676,0446527017,8
886,11676,0440216745,4
887,11676,0743460529,7
888,11676,0840776381,2
889,11676,0618129030,8
890,11676,0451153553,9
891,11676,0451163494,7
892,11676,0345447832,7
893,11676,0399146431,9
894,11676,0394484479,9
895,11676,051513287X,10
896,11676,0312265859,10
897,11676,0439139600,10
898,11676,0394820371,10
899,11676,042513525X,8
900,11676,042518630X,10
901,11676,0553297988,8
902,11676,0312978340,5
903,11676,050552502X,7
904,11676,0440217466,6
905,11676,0553578693,10
906,11676,0826308252,8
907,11676,0312955006,9
908,11676,0446518581,7
909,11676,0425182878,9
910,11676,0446610038,10
911,11676,1931561648,10
912,11676,0553096834,6
913,11676,0440200989,4
914,11676,0330375253,6
915,11676,0671028375,10
916,11676,0312983298,5
917,11676,0449217213,10
918,11676,0515136557,10
919,11676,0440224624,7
920,11676,0767902890,7
921,11676,014028009X,8
922,11676,0385512147,7
923,11676,0425178900,9
924,11676,0439324599,8
925,11676,0440514428,10
926,11676,0671038184,4
927,11676,0684814994,7
928,11676,0515109509,7
929,11676,1576731235,8
930,11676,8408022938,7
931,11676,0140270590,8
932,11676,0449223612,5
933,11676,0064405788,10
934,11676,0743400526,7
935,11676,155874262X,7
936,11676,1558747109,10
937,11676,0440211263,8
938,11676,0440486599,8
939,11676,0894803700,7
940,11676,1558531025,10
941,11676,0449907597,8
942,11676,0002005018,8
943,11676,0452264464,8
944,11676,0425099148,8
945,11676,0375759778,8
946,11676,0671888587,8
947,11676,0553582747,7
948,11676,0451208080,9
949,11676,0061099325,8
950,11676,0446601640,5
951,11676,0671461494,7
952,11676,0385337639,10
953,11676,0375400117,9
954,11676,0385720106,8
955,11676,0425163407,8
956,11676,0060987103,9
957,11676,0151008116,6
958,11676,0804111359,6
959,11676,0380973650,7
960,11676,0380977281,9
961,11676,0439064864,10
962,11676,0439139597,8
963,11676,0451526341,10
964,11676,0553263633,7
965,11676,0590353403,8
966,11676,0618002227,8
967,11676,0060977477,8
968,11676,0312963009,10
969,11676,0743411269,9
970,11676,0060973897,8
971,11676,006101351X,8
972,11676,0553210092,8
973,11676,0842329129,9
974,11676,0312278586,6
975,11676,055356451X,9
976,11676,0385496095,10
977,11676,0515131679,8
978,11676,0345313860,8
979,11676,0385306032,7
980,11676,0553583441,9
981,11676,0590021117,8
982,11676,0689710879,10
983,11676,0446364193,8
984,11676,0399144463,5
985,11676,0140185216,6
986,11676,0140293248,5
987,11676,193156146X,10
988,11676,0316779490,10
989,11676,0316969443,7
990,11676,0385505833,8
991,11676,0425184129,5
992,11676,0446523569,8
993,11676,0446525502,8
994,11676,0446527793,8
995,11676,0446531332,9
996,11676,0609605925,10
997,11676,0679419624,7
998,11676,0679442790,8
999,11676,0718144538,6
1000,11676,0743222229,7
1001,11676,1853260002,10
1002,11676,0446300101,8
1003,11676,0743211383,8
1004,11676,0064405052,7
1005,11676,0449001954,10
1006,11676,0451185277,6
1007,11676,0425137945,5
1008,11676,0812516826,7
1009,11676,0060914653,8
1010,11676,0449911004,7
1011,11676,0060256672,8
1012,11676,039592720X,8
1013,11676,0553268449,10
1014,11676,0345384466,9
1015,11676,0671027344,8
1016,11676,0066211611,6
1017,11676,0373218400,5
1018,11676,0425179672,6
1019,11676,0553280589,8
1020,11676,067101420X,4
1021,11676,0441004016,6
1022,11676,0553296981,7
1023,11676,0375704043,8
1024,11676,0441003257,7
1025,11676,0399149759,9
1026,11676,0399146008,5
1027,11676,0375702709,7
1028,11676,0552999504,6
1029,11676,0345458915,9
1030,11676,038531258X,7
1031,11676,0375413081,9
1032,11676,038533303X,7
1033,11676,0375726403,7
1034,11676,031298250X,8
1035,11676,0553377876,7
1036,11676,0061093092,5
1037,11676,0070212570,7
1038,11676,0312243022,7
1039,11676,0345370805,4
1040,11676,0743418174,8
1041,11676,0440224675,8
1042,11676,0425163385,8
1043,11676,0451522389,6
1044,11676,0345378490,9
1045,11676,0449912558,10
1046,11676,0553580272,8
1047,11676,0385721358,8
1048,11676,0894805770,10
1049,11676,0345417623,10
1050,11676,0425177173,3
1051,11676,0380727501,7
1052,11676,0061093106,6
1053,11676,0385494785,8
1054,11676,0385512104,9
1055,11676,0525237704,10
1056,11676,0060512822,10
1057,11676,0061056871,9
1058,11676,0140255087,7
1059,11676,0156001314,7
1060,11676,0385319452,5
1061,11676,0062502182,10
1062,11676,0060175400,10
1063,11676,0517149257,7
1064,11676,0684848783,6
1065,11676,0684863324,8
1066,11676,0451201558,2
1067,11676,006093395X,9
1068,11676,034540288X,10
1069,11676,0345425707,7
1070,11676,0425167313,8
1071,11676,0316182540,9
1072,11676,0449212602,10
1073,11676,0385511612,10
1074,11676,0679426159,9
1075,11676,0515111279,3
1076,11676,0553280341,10
1077,11676,0553375407,10
1078,11676,0345454073,6
1079,11676,0553380958,9
1080,11676,0515122491,8
1081,11676,0515131091,8
1082,11676,0679721819,7
1083,11676,0060536705,8
1084,11676,0345447840,8
1085,11676,0671007696,5
1086,11676,1551664348,5
1087,11676,0140348107,10
1088,11676,038082101X,8
1089,11676,0312979479,9
1090,11676,0451208811,5
1091,11676,0345378482,7
1092,11676,0762406984,6
1093,11676,0786868716,9
1094,11676,0812550706,9
1095,11676,0425122123,7
1096,11676,0385722192,8
1097,11676,0552998338,7
1098,11676,0446604666,10
1099,11676,0449221482,7
1100,11676,0553348973,10
1101,11676,0060191988,7
1102,11676,006251279X,8
1103,11676,0425133656,9
1104,11676,0553255959,6
1105,11676,0886774632,9
1106,11676,1573229326,7
1107,11676,0380896931,10
1108,11676,0380470845,9
1109,11676,0671004549,6
1110,11676,055356160X,9
1111,11676,0060987529,8
1112,11676,0345283929,1
1113,11676,059045367X,8
1114,11676,0515120618,9
1115,11676,0743262174,8
1116,11676,0375727132,8
1117,11676,0312263120,8
1118,11676,0446532231,7
1119,11676,0765341840,8
1120,11676,0312291639,9
1121,11676,0449702146,5
1122,11676,0590471570,8
1123,11676,1550223968,3
1124,11676,0553348981,10
1125,11676,0061030643,7
1126,11676,0345404793,6
1127,11676,0380002930,5
1128,11676,0440236673,8
1129,11676,0446609323,5
1130,11676,0553585681,7
1131,11676,0671729446,7
1132,11676,0812585151,7
1133,11676,0821770594,8
1134,11676,0451204948,10
1135,11676,0312265867,8
1136,11676,1844262553,8
1137,11676,0440220653,6
1138,11676,0446603775,4
1139,11676,0671899619,10
1140,11676,0345465083,7
1141,11676,0451176723,9
1142,11676,051513290X,5
1143,11676,0151104506,7
1144,11676,0671739751,8
1145,11676,0385474016,10
1146,11676,052594527X,8
1147,11676,0375701044,10
1148,11676,0375412824,9
1149,11676,0590453661,3
1150,11676,0439101336,5
